GeneSymbol,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Rasef,0,0,0,0,0,0,1,0
Gpd2,1,1,1,1,1,1,1,1
Ecsit,1,0,0,0,1,1,1,0
Bsg,0,1,0,0,0,0,1,0
Cpeb3,0,0,0,1,1,0,0,0
Gm10642,0,0,0,0,0,1,0,0
44083,0,0,0,0,1,0,1,0
Gsta3,0,0,0,1,0,1,0,1
Egln1,1,1,0,0,1,0,1,0
Myo5c,0,0,0,0,1,0,1,0
Gtf2ird1,1,0,0,0,1,0,1,1
Ehhadh,1,1,0,1,0,0,1,0
C1qa,0,1,0,0,0,0,0,0
Tmem82,1,0,0,0,0,1,1,0
C330007P06Rik,0,1,0,0,0,0,0,0
Fastkd1,0,0,1,0,0,0,1,0
Crat,0,1,0,1,1,1,1,0
Gm13784,0,0,0,0,0,1,1,0
Serinc2,0,0,0,0,0,0,1,0
Hadha,1,1,1,1,1,1,1,1
Cad,0,1,0,0,1,0,1,0
Fastkd2,0,0,1,0,0,0,1,0
Crtac1,0,0,0,1,0,0,0,0
Acot6,0,0,0,0,1,0,0,0
Pitx3,0,0,0,0,0,0,1,0
Hadhb,0,1,1,0,1,1,1,1
Caprin1,0,1,0,0,0,0,0,0
Acot9,0,0,0,0,1,0,1,0
Gm4841,0,0,0,0,0,1,0,0
Impa2,1,1,1,0,1,1,1,1
Fgf1,0,0,1,0,0,0,1,0
Gm13292,0,0,0,0,0,1,0,0
Slc6a19,0,0,0,0,0,0,1,0
Fads2,1,0,0,0,0,0,1,0
Cars2,0,1,0,0,0,0,1,0
Fh1,0,0,1,0,1,1,1,0
Cxcl17,0,0,0,1,0,0,0,0
Usmg5,0,0,0,0,1,1,1,0
Hk2,0,1,0,0,1,1,0,1
Fahd1,1,1,0,0,0,1,1,0
Cbr4,0,1,0,0,0,1,1,0
Foxred1,1,1,1,0,1,0,1,0
Gm14057,0,0,0,0,1,1,1,0
Tacr2,0,0,0,0,0,0,1,0
Hmgcs1,0,0,0,0,0,1,1,1
Cd99,0,1,0,0,0,0,0,0
Acss2os,0,0,0,0,1,0,0,0
Pank1,1,1,1,1,0,1,1,1
Hpdl,1,0,0,0,1,1,1,1
Acss3,0,0,0,0,1,0,0,0
Lipg,1,0,0,0,0,0,1,1
Hsd17b12,0,1,0,0,0,1,1,1
Fastk,1,1,0,0,1,0,1,0
Cdk16,0,1,0,0,1,0,0,0
Acta1,0,0,0,0,1,0,0,0
Idh3a,1,1,1,1,1,1,1,1
Fbxo21,1,0,0,1,0,0,0,0
Cdk5,0,1,0,0,1,0,1,0
Acta2,0,0,0,0,1,0,0,0
Tpd52l1,0,0,0,0,0,1,1,0
Gm5737,0,0,0,0,0,0,1,0
Cyp4a10,0,0,0,1,0,0,0,0
Actg-ps1,0,0,0,0,1,0,0,0
Scd2,0,1,0,0,1,1,1,0
Hdc,0,0,0,0,0,0,1,0
Gadd45g,1,0,0,0,0,1,0,0
Cyp4a31,0,0,0,1,0,0,0,0
Pigr,0,0,0,0,0,1,1,0
Got1,1,1,0,0,0,0,1,0
Itpk1,1,1,0,0,1,1,1,1
Cela1,0,1,0,0,0,0,0,0
Dbp,0,0,0,1,0,0,0,0
Actr1a,0,0,0,0,1,0,0,0
Mfsd4b1,0,0,0,0,0,1,1,0
Kcng4,0,0,0,0,0,0,1,0
Kcnk3,1,1,0,0,1,1,1,1
Cenpb,0,1,0,0,0,0,0,0
Gm17257,0,0,1,0,0,0,0,0
Gm2308,0,0,0,0,0,1,0,0
Glrx5,1,0,0,0,0,1,0,0
Ndufb6,1,1,0,0,1,1,1,1
Krt79,1,0,0,1,1,1,1,1
Dfna5,0,0,0,1,0,0,1,0
Gm8756,0,0,0,0,0,1,0,0
Gm11273,0,0,0,0,0,0,1,0
Lace1,1,1,1,1,1,1,1,1
Gm13770,1,0,0,0,1,0,0,0
Adam15,0,0,0,0,1,0,0,0
Pafah2,1,1,1,0,0,1,1,0
Pdk4,1,1,1,1,1,0,1,1
Ldhb,1,1,1,1,1,1,1,1
Gm14267,1,0,0,0,0,0,0,0
Adamts12,0,0,0,0,1,0,0,0
B3galt1,0,0,0,0,0,1,0,0
Ldhd,0,1,1,1,0,0,1,1
Chchd3,0,1,0,0,1,1,1,0
Gpr135,0,0,1,1,0,1,1,0
Adamts5,0,0,0,0,1,0,0,0
Letm1,1,1,1,1,1,1,1,1
Gm9922,0,0,0,0,0,0,1,0
Gtf3c3,0,0,1,0,0,0,0,0
Adamts6,0,0,0,0,1,0,0,0
6430571L13Rik,0,0,0,0,0,1,1,0
Glra3,0,0,0,0,0,0,1,0
Gm24060,1,0,0,0,0,0,0,0
Adamts9,0,0,0,0,1,0,0,0
Gapdh,0,1,0,0,1,1,1,0
Smagp,0,0,0,0,0,0,1,0
Gm24569,1,0,0,0,0,0,0,0
Chn1,0,1,0,0,1,0,0,0
Adck1,0,0,0,0,1,0,1,0
Gm2573,1,0,0,0,1,0,0,0
Chp1,0,1,0,0,0,0,0,0
Drd1,0,0,0,1,0,1,1,0
LOC102641600,1,0,0,0,1,0,0,1
Gm4285,1,0,0,0,0,0,0,0
Alas1,0,0,0,0,0,1,1,0
Plekhs1,0,0,0,0,0,0,1,0
Lrtm1,0,0,0,0,0,1,1,1
Gm6293,1,0,0,0,1,0,1,0
Ggt6,0,0,0,0,0,1,0,0
Rnf182,0,0,0,0,0,0,1,0
Me1,0,1,0,0,1,0,1,1
Gm6444,1,0,0,0,1,0,0,0
Hsdl2,0,1,1,0,1,1,1,0
Adcy6,0,0,0,0,1,0,0,0
Sycp3,0,0,1,0,0,1,1,0
Sult4a1,0,0,0,0,0,0,1,0
Mir378a,0,0,0,0,0,0,0,1
Ide,0,1,1,0,0,0,1,0
Gm5884,0,0,0,0,0,0,1,0
Mpc1,0,0,0,0,1,1,1,1
Emc8-1190005i06rik,0,0,0,1,0,0,0,0
Add3,0,0,0,0,1,0,1,0
Gm4952,0,0,0,0,0,0,1,0
Adgrd1,0,0,0,0,1,0,0,0
Gm8565,0,0,0,0,0,1,0,0
Tbx1,0,0,0,0,0,0,1,0
Mpc1-ps,0,0,0,0,1,1,0,1
Gpc1,1,0,0,0,0,0,1,0
Adgre5,0,0,0,0,1,0,0,0
Ociad2,0,0,0,0,0,1,1,0
Mpc2,0,0,0,0,1,1,1,1
Adgrf5,0,0,0,0,1,0,1,0
Hist1h3f,0,0,0,0,0,1,0,0
Mpzl2,1,1,1,0,0,1,1,1
Idh3b,0,1,1,0,1,1,1,0
Adgrg1,0,0,0,0,1,0,1,0
Mrpl16,0,0,0,0,1,0,1,1
Coa3,0,1,0,0,0,0,1,0
Fabp4,0,1,0,1,1,0,0,0
Adgrl4,0,0,0,0,1,0,1,0
Mtfp1,1,1,1,1,0,1,1,1
Gucd1,1,0,0,0,0,0,1,0
Idh3g,0,1,1,0,1,0,1,0
Adig,0,0,0,0,1,0,0,0
Mup1,0,0,0,0,0,0,0,1
Gys1,1,1,0,0,1,0,0,0
Fam13a,0,0,0,1,1,0,0,0
Adipoq,0,0,0,0,1,0,0,0
Mal,0,0,0,0,0,0,1,0
Cops5,0,1,0,0,0,0,0,0
Immt,0,1,1,0,1,1,1,0
Adora2a,0,0,0,0,1,0,1,0
Mc5r,0,0,0,0,0,1,0,0
Nrp2,0,0,0,0,1,0,1,0
Cops6,0,1,0,0,0,0,0,0
Nipsnap1,0,0,0,0,0,0,1,0
Mup10,0,0,0,0,0,0,0,1
Hcn2,1,0,0,0,0,0,1,0
Cops7a,0,1,0,0,0,0,1,0
Iqsec2,0,1,1,1,0,0,0,0
Fam228b,0,0,0,1,0,0,0,0
Prg4,0,0,0,0,0,1,0,0
Fut4,0,0,0,0,0,0,1,0
Coq10a,0,1,0,0,1,0,1,0
Kcnq1ot1,0,0,1,0,0,0,0,0
Adra1d,0,0,0,0,1,0,0,0
Abcc2,0,0,0,0,0,1,1,0
Mup11,0,0,0,0,0,0,0,1
Hspb6,1,1,0,0,1,0,1,0
Khdrbs3,0,1,1,0,1,1,1,0
Fam69b,0,1,0,1,0,1,1,0
Adrb1,0,0,0,0,1,0,1,0
Gm13339,0,0,0,0,0,1,0,0
Coq5,0,1,0,0,1,1,1,0
Kng1,0,0,1,1,0,0,0,0
Fam73b,0,1,0,1,0,0,1,0
Adrb2,0,0,0,0,1,0,0,0
Gm16470,0,0,0,0,0,1,0,0
Gm7336,0,0,0,0,1,0,1,0
Igfbp3,1,0,0,0,0,0,0,0
Adrb3,0,0,0,0,1,0,0,0
Pdhx,1,1,1,1,1,1,1,1
Gm6863,0,0,0,0,0,0,1,0
Atg9b,0,0,0,0,0,1,1,0
Fhdc1,0,0,0,0,0,0,1,0
Inmt,1,0,0,0,0,0,0,0
Fbxo22,0,0,0,1,0,0,0,0
Adsl,0,0,0,0,1,0,0,0
Pnliprp1,0,0,0,0,0,0,1,0
Irx3,1,0,0,0,0,0,0,0
Fer1l6,0,0,0,1,0,0,0,0
Adssl1,0,0,0,0,1,1,1,0
Ppp1r3g,0,0,0,0,0,0,1,0
Mup12,0,0,0,0,0,0,0,1
Ffar4,0,0,0,1,1,0,1,0
Aebp1,0,0,0,0,1,0,0,0
Gm16089,0,0,0,0,1,1,0,0
Gm10698,0,0,0,0,0,0,1,0
Mup13,0,0,0,0,0,0,0,1
Jph1,1,0,0,0,1,0,1,0
Cox8a,0,1,0,0,1,0,1,0
Fn3k,0,0,0,1,0,1,1,0
AF357355,0,0,0,0,1,0,0,0
BC002163,0,0,0,0,1,1,0,0
Dock8,0,0,0,0,0,0,1,0
Kansl2-ps,1,0,0,0,0,0,1,0
AF357425,0,0,0,0,1,0,0,0
AW822252,0,0,0,0,0,1,0,0
Fgf9,0,0,0,0,0,0,1,0
Afap1,0,0,0,0,1,0,0,0
Pgam1,1,1,1,0,0,1,1,1
Sult2b1,0,0,0,0,0,1,1,0
Mup14,0,0,0,0,0,0,0,1
Ggnbp1,0,0,0,1,0,1,0,0
Afap1l1,0,0,0,0,1,0,1,0
Mfsd4b3,0,0,0,0,0,1,1,0
Mup15,0,0,0,0,0,0,0,1
Mup16,0,0,0,0,0,0,0,1
Lipt1,0,1,1,0,0,1,1,0
Agk,0,0,0,0,1,0,0,0
Nr4a1,0,0,0,0,1,0,1,0
Mup17,0,0,0,0,0,0,0,1
LOC102641949,0,0,1,0,0,0,0,0
Gm2830,0,0,0,0,0,1,0,0
Mup18,0,0,0,0,0,0,0,1
Lrpprc,0,0,1,0,0,1,1,0
Gm11827,0,0,0,1,0,0,0,0
Ago2,0,0,0,0,1,0,0,0
Mup19,0,0,0,0,0,0,0,1
Lyrm5,1,1,1,0,1,1,1,0
Gm39475,0,0,0,1,0,0,0,0
Agpat1,0,0,0,0,1,0,1,0
mt-Nd1,0,0,0,0,0,1,1,0
Me3,0,0,0,1,1,0,1,0
Mup2,0,0,0,0,0,0,0,1
Csrp1,0,1,0,0,1,0,0,0
Gm5182,0,0,0,1,0,0,0,0
Mup7,0,0,0,0,0,0,0,1
Ctsd,0,1,0,0,1,0,1,0
Gm9899,0,0,0,1,1,0,0,0
Gm10566,0,0,0,0,1,1,0,0
Slc29a4,0,0,0,0,0,0,1,0
Mup8,0,0,0,0,0,0,0,1
Map3k12,0,0,1,0,0,0,0,0
Agps,0,0,0,0,1,0,0,0
Uqcrc2,0,1,1,0,1,1,1,0
Mccc1,0,0,1,0,1,0,0,0
Agtpbp1,0,0,0,0,1,0,0,0
Mapre3,1,0,0,0,0,0,1,0
Cyb5b,0,1,0,0,0,1,1,0
Mecr,1,1,1,0,1,0,1,0
Gm15515,0,0,0,0,0,1,0,0
Mup-ps17,0,0,0,0,0,0,0,1
Mavs,1,0,0,0,0,0,1,0
Ahnak,0,0,0,0,1,0,0,0
Abi3,0,0,0,0,0,0,1,0
Myl6b,1,0,0,0,1,1,1,1
Mcee,1,1,0,0,1,1,1,0
Cyb5r3,0,1,0,0,0,0,0,0
Megf9,0,0,1,0,0,1,1,0
Aida,0,0,0,0,1,0,0,0
Ncan,0,1,0,1,1,1,1,1
Mdh2,1,0,0,0,1,1,1,0
Micu3,0,0,1,0,1,0,1,0
Ndufaf4,0,1,1,0,0,1,1,1
Mlycd,0,1,1,1,0,0,1,0
Airn,0,0,0,0,1,0,0,0
Klhl31,0,0,0,0,0,1,0,0
Ppara,1,1,1,1,0,0,1,1
Med25,1,0,0,0,0,0,0,0
Mmachc,0,1,1,0,1,0,1,0
Gstt2,0,0,0,1,0,0,0,0
Ndufs8,1,1,0,0,1,1,1,1
Mef2d,1,0,0,0,1,0,0,0
Cyp2d22,0,1,0,0,0,0,1,0
Morf4l1,0,0,1,0,0,0,0,0
AK157302,0,0,0,0,1,0,0,0
Gm5766,0,0,0,0,0,1,0,0
Noct,0,0,1,0,0,0,1,1
Morf4l1b,0,0,1,0,0,0,0,0
Hacd2,0,0,0,1,0,1,1,0
Uqcrfs1,1,1,0,0,1,1,1,1
Kcnh6,0,0,0,0,0,0,1,0
n-R5s168,0,0,0,0,0,0,0,1
D17Wsu92e,0,1,0,0,0,0,1,0
Hacl1,0,1,0,1,0,1,1,0
Akap12,0,0,0,0,1,0,0,0
Rgag1,0,0,0,0,0,1,0,0
Pik3c2g,0,0,0,0,0,0,1,0
Nudt7,0,1,1,1,0,1,1,1
Dapk3,0,1,0,0,0,0,0,0
Akap2,0,0,0,0,1,0,0,0
Olfr735,0,0,0,0,0,0,0,1
Mrps23,1,1,0,0,1,0,1,0
Mrps36,0,1,1,0,0,1,1,0
Hba-a1,0,0,0,1,0,0,1,0
Tmem79,0,1,1,0,1,1,1,1
Tmem56,0,0,0,0,0,0,1,0
Mrps27,1,0,0,0,0,1,1,0
Akap7,0,0,0,0,1,0,0,0
Arhgef37,0,0,0,0,0,0,1,0
P2rx5,1,1,0,1,1,1,1,1
Mtx2,0,1,1,0,1,0,1,0
Hba-a2,0,0,0,1,1,0,1,0
Akr1b10,0,0,0,0,1,1,1,0
Hist1h1c,0,0,0,0,0,1,1,0
Gm17147,0,0,0,0,0,1,1,0
Akr1b8,0,0,0,0,1,0,1,0
Hdhd3,0,0,0,0,0,1,0,0
Gm2451,0,0,0,0,0,0,1,0
Paqr9,1,1,1,1,0,0,1,1
Ndufa10,0,1,1,1,1,1,1,0
Suclg1,1,1,1,0,1,1,1,1
Gm20721,0,0,0,0,1,0,1,0
Pdhb,0,1,1,1,1,1,1,1
Mylk2,1,0,0,0,0,0,0,0
Ndufab1,1,1,1,0,1,1,1,0
Hipk1,0,0,0,1,1,0,1,0
Akt3,0,0,0,0,1,0,0,0
Ryr2,0,0,0,0,0,0,1,0
Myot,1,0,0,0,1,0,0,0
Hoxb7,0,0,0,1,0,0,0,0
Aktip,0,0,0,0,1,0,0,0
Prss27,0,0,0,0,0,1,0,0
Pim1,1,0,0,0,1,1,1,1
Nat8l,1,0,0,0,1,0,1,0
Derl1,0,1,0,0,0,0,0,0
Hoxb8,0,0,0,1,0,0,0,0
Minos1,0,0,0,0,1,1,1,0
Apoa2,0,0,0,0,0,1,1,0
Ndrg2,1,0,0,0,0,1,0,0
Dgat1,0,1,0,0,1,0,0,0
Ndufb9,0,0,1,0,1,1,1,0
Hsd17b14,0,0,0,1,0,0,0,0
Alkbh3,0,0,0,0,1,0,1,0
Hist2h3c1,0,0,0,0,0,1,0,0
Sco2,0,0,0,0,0,0,1,0
Pfkl,1,1,1,0,1,1,1,1
Ndufa8,1,1,0,0,1,1,1,0
Ndufs1,0,1,1,0,1,1,1,0
Alkbh7,0,0,0,0,1,0,1,0
Fdps,0,1,0,0,0,1,1,0
Ndufa9,1,1,0,0,1,1,1,0
Ndufs4,0,1,1,0,1,1,1,0
Amotl1,0,0,0,0,1,0,0,0
Pgd,0,1,0,0,1,1,1,1
Dhrs7b,0,1,0,0,1,0,0,0
Ndufv1,0,1,1,0,1,1,1,0
Ido1,0,0,0,1,0,0,0,0
Ampd3,0,0,0,0,1,0,1,0
Gm15446,0,0,0,0,0,1,0,0
Pgk1,1,1,1,0,1,1,1,1
Amz2,0,0,0,0,1,0,0,0
Sdhd,1,1,1,0,1,1,1,1
Ndufb8,1,1,0,0,1,1,1,0
Ndufv2,0,1,1,0,1,1,1,0
Inca1,0,0,0,1,0,0,0,0
Anapc10,0,0,0,0,1,0,0,0
Gm43595,0,0,0,0,0,1,1,0
Anapc13,0,0,0,0,1,0,0,0
Lrfn3,0,0,0,0,0,0,1,0
Plin5,1,1,1,1,1,1,1,1
Nr1d1,1,0,0,1,1,0,0,0
Ntrk3,0,0,1,0,1,0,1,0
Katnal2,0,0,0,1,0,0,0,0
Cacng5,0,0,0,0,0,0,1,0
Pmm1,0,1,0,0,1,1,1,1
n-R5s176,1,0,0,0,0,0,0,0
Nudt12,0,1,1,1,0,1,1,0
Angpt1,0,0,0,0,1,0,0,0
Pmvk,0,1,0,0,1,1,1,1
Nrap,1,0,0,0,0,0,0,0
Kbtbd12,0,0,0,1,0,0,0,0
Angptl2,0,0,0,0,1,0,0,0
Ephx2,0,0,0,0,0,1,1,0
Gm5421,0,0,0,0,0,0,1,0
Ogdh,1,1,1,0,1,1,1,0
Ank,0,0,0,0,1,0,1,0
Tfrc,1,1,0,0,1,0,1,0
Ppargc1a,1,1,1,1,1,0,1,1
Oplah,1,1,0,1,0,1,1,0
Opa1,0,1,1,0,1,0,1,0
Kcnj15,0,0,0,1,0,0,1,0
Ank2,0,0,0,0,1,0,1,0
Cd164l2,0,0,0,0,0,1,1,0
Ppargc1b,1,1,1,1,1,0,1,1
Orm3,1,0,0,1,0,0,1,0
Echs1,0,1,0,0,1,1,1,0
Kcnmb2,0,0,0,1,0,0,0,0
Ankef1,0,0,0,0,1,0,0,0
RP23-296K6.1,0,0,0,0,0,1,0,0
Pld6,0,0,0,1,0,0,1,0
Ppif,1,1,1,0,0,1,1,1
Eci1,0,1,0,0,1,1,1,0
Kcns3,0,0,0,1,0,0,0,0
Sod2,0,1,1,1,1,1,1,1
Gm14567,0,0,0,0,0,0,1,0
Ppih,0,0,0,0,0,0,0,1
Kif1b,0,0,0,1,0,0,0,0
Ankmy2,0,0,0,0,1,0,0,0
Rmdn1,0,1,1,1,1,1,1,0
P2ry2,1,0,0,0,0,1,1,0
Ehd2,0,1,0,0,1,0,0,0
Klra20,0,0,0,1,0,0,0,0
Ankrd13a,0,0,0,0,1,0,1,0
Thrsp,0,0,0,0,1,1,1,0
Apln,0,0,0,0,0,0,1,0
Ankrd23,0,0,0,0,1,0,0,0
Gm20594,0,0,0,0,0,1,0,0
Prdx3,0,1,0,0,1,1,1,1
Pald1,1,1,0,0,1,0,1,0
Eif2s3x,0,1,0,0,0,0,0,0
Kras,0,0,0,1,0,0,0,0
Calb1,0,0,0,0,0,1,0,0
Ran,0,0,0,0,0,0,0,1
Eif4a1,0,1,0,0,0,0,0,0
Pde4d,0,0,0,0,0,1,1,0
Bdh1,0,0,0,0,0,0,1,0
Rasl2-9,0,0,0,1,0,1,1,1
Ano1,0,0,0,0,1,0,1,0
Ppp1r3c,0,1,0,0,1,1,0,0
1700011H14Rik,0,0,0,0,0,0,1,0
Rbp7,1,1,0,0,1,0,1,1
Pcyt2,1,1,0,0,0,0,1,0
Pcca,0,1,1,0,1,1,1,0
Ano10,0,0,0,0,1,0,0,0
Kcnb1,0,1,0,0,1,1,1,0
Eif5a,0,1,0,0,0,0,0,0
Ano6,0,0,0,0,1,0,0,0
E2f2,0,0,0,0,0,0,1,0
Rgs7,0,1,1,0,1,0,1,1
Pdk2,1,1,0,0,1,1,1,0
Ano8,0,0,0,0,1,0,0,0
Rmdn3,1,1,1,0,0,1,1,1
Antxr1,0,0,0,0,1,0,0,0
Tkt,0,1,1,1,1,1,1,0
Hbb-bt,0,0,0,0,0,0,1,0
Rtn4ip1,0,1,0,0,1,1,1,1
Per1,1,0,0,0,0,0,0,0
Anxa1,0,0,0,0,1,0,0,0
Rnf128,0,0,0,0,0,0,1,0
Anxa2,0,0,0,0,1,0,0,0
Fuom,0,1,0,0,0,1,1,0
Rsph1,0,0,0,0,0,0,1,0
Sbk1,1,0,0,0,0,0,1,1
Anxa3,0,0,0,0,1,0,0,0
Pfkm,1,0,0,0,1,0,1,0
Eno1,0,1,0,0,0,1,1,0
Anxa5,0,0,0,0,1,0,0,0
Nav2,0,0,0,0,0,1,1,0
LOC102632957,0,0,0,1,0,0,0,0
Anxa6,0,0,0,0,1,0,0,0
Uqcrb,0,0,0,0,1,1,1,0
Slc1a1,0,0,0,0,0,0,1,0
Sephs2,0,0,0,0,0,0,0,1
LOC102640772,0,0,0,1,0,0,0,0
Aoc3,0,0,0,0,1,0,0,0
Aig1,0,0,0,0,0,0,1,0
Slc16a1,1,1,1,0,1,1,1,1
Pgp,1,1,0,0,1,1,1,0
Eno1b,0,1,0,0,0,0,0,0
LOC102642310,0,0,0,1,0,0,0,0
Ap1g2,0,0,0,0,1,0,1,0
LOC102642487,0,0,0,1,0,0,0,0
Ap1m1,0,0,0,0,1,0,1,0
Tmem45a,0,0,0,1,0,0,1,0
LOC102643084,0,0,0,1,0,0,0,0
Ap3s1-ps2,0,0,0,0,1,0,0,0
Pth1r,0,0,0,0,0,1,0,0
Rundc3a,0,0,0,0,0,1,1,0
Slc25a42,1,0,1,1,0,1,1,1
Pmepa1,1,0,0,0,1,0,0,0
Epas1,0,1,0,0,1,0,1,0
Pm20d1,0,0,1,1,0,0,1,0
LOC102643259,0,0,0,1,0,0,0,0
Ap4s1,0,0,0,0,1,0,0,0
Efhc2,0,0,0,0,0,0,1,0
Epb41l2,0,1,0,0,1,0,0,0
Polrmt,0,0,1,0,0,0,1,0
Lpar3,0,0,0,1,0,0,0,0
Aplnr,0,0,0,0,1,0,1,0
Hspa9,0,1,0,0,0,1,1,0
Epn2,0,1,0,0,0,0,0,0
Lrrc39,0,1,0,1,1,0,1,0
Sdc4,0,0,0,0,0,1,0,0
Gnmt,0,0,0,0,0,0,1,0
Ergic1,0,1,0,0,0,0,1,0
Lrriq3,0,0,0,1,0,0,0,0
Apmap,0,0,0,0,1,0,1,0
Traf4,1,0,0,0,0,1,1,1
Slmo2,1,0,0,0,1,1,1,1
Ermp1,0,1,0,0,0,0,0,0
Mcur1,0,0,0,1,1,0,0,0
Apobec3,0,0,0,0,1,0,0,0
Apod,0,0,0,0,1,0,0,0
Dusp14,0,0,0,0,0,0,1,0
Spata17,0,0,0,0,1,0,1,1
Prkaa2,1,0,0,0,0,1,1,0
Mgll,0,0,0,1,1,0,1,0
Apol6,0,0,0,0,1,0,0,0
Mrpl12,0,0,0,0,0,1,1,0
Gm4459,0,0,0,0,0,1,1,0
Ptges2,1,1,0,0,1,1,1,0
Mgst2,0,0,0,1,1,0,0,0
Smtnl2,0,0,0,0,0,1,0,0
Rab1b,1,1,0,0,0,0,1,0
Taco1,0,0,0,0,0,1,1,1
Ptcd3,0,1,1,0,1,1,1,0
Mtch2,0,1,0,1,1,1,1,0
Tcl1b1,0,0,0,0,0,0,0,1
Rbm38,1,0,0,0,0,0,0,0
Fam101a,0,1,0,0,0,0,0,0
Pyurf,0,1,1,0,1,1,1,0
Mid1ip1,0,0,0,0,0,1,0,0
Rpl10-ps1,0,0,0,0,0,0,1,0
Timm8a1,1,0,0,0,0,1,1,1
Fam132a,0,1,0,0,1,1,1,0
Qk,0,0,1,0,1,0,1,0
Mtus1,0,1,0,1,0,0,0,0
Apopt1,0,0,0,0,1,0,0,0
Garnl3,0,0,0,0,1,1,1,0
Ptger1,0,0,0,0,0,0,1,0
Rbpms2,1,1,1,1,0,1,1,0
Rab6b,0,0,1,0,1,0,1,0
Muc16,0,0,0,1,0,0,0,0
App,0,0,0,0,1,0,0,0
2310039H08Rik,0,0,0,0,0,1,1,0
Acot5,0,0,0,0,0,0,1,0
Raph1,0,0,1,0,0,0,1,0
Aqp1,0,0,0,0,1,0,1,0
Rhot2,1,0,0,0,1,0,1,0
Rbpms,0,1,1,0,0,0,1,0
Nat1,0,0,0,1,0,0,1,0
Rims4,0,0,0,0,0,1,0,0
Trim2,0,0,0,0,0,0,1,0
